------------------------------------------------------------------- 
Nombre: koala 
Fecha: 2013-08-28 
Numero de terminaciones: 66 
Numero de bifurcaciones: 275 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminaciones: 
------------------------------------------------------------------- 
X          Y     Angulo 
346 	 609 	 2.36 	 	 -2.36 	 	 -0.79 
347 	 425 	 3.14 	 	 -1.05 	 	 0.52 
347 	 552 	 -2.62 	 	 1.57 	 	 -0.52 
350 	 538 	 2.62 	 	 -1.57 	 	 0.00 
352 	 615 	 2.36 	 	 -1.57 	 	 0.79 
355 	 516 	 3.14 	 	 1.05 	 	 0.00 
361 	 535 	 -2.62 	 	 1.57 	 	 -0.79 
362 	 559 	 3.14 	 	 -1.57 	 	 0.52 
366 	 522 	 2.62 	 	 -1.57 	 	 0.52 
368 	 623 	 -2.62 	 	 1.57 	 	 -0.79 
369 	 540 	 3.14 	 	 1.57 	 	 -0.79 
369 	 642 	 3.14 	 	 -1.57 	 	 0.79 
370 	 253 	 3.14 	 	 0.79 	 	 -0.52 
373 	 740 	 3.14 	 	 1.57 	 	 -0.79 
375 	 162 	 -2.62 	 	 1.57 	 	 0.00 
375 	 248 	 2.62 	 	 -2.36 	 	 0.00 
378 	 511 	 2.62 	 	 -1.57 	 	 0.52 
378 	 545 	 3.14 	 	 1.57 	 	 -0.79 
378 	 569 	 -2.62 	 	 1.57 	 	 0.00 
378 	 731 	 2.36 	 	 -2.09 	 	 0.00 
379 	 559 	 3.14 	 	 -1.57 	 	 0.79 
380 	 590 	 2.36 	 	 -2.36 	 	 0.00 
382 	 352 	 2.36 	 	 -2.09 	 	 -0.52 
384 	 156 	 2.62 	 	 -2.09 	 	 0.00 
385 	 508 	 -2.62 	 	 1.57 	 	 0.00 
386 	 616 	 2.62 	 	 -1.05 	 	 0.52 
389 	 431 	 2.62 	 	 -1.57 	 	 0.00 
391 	 158 	 2.62 	 	 -2.09 	 	 0.00 
391 	 736 	 2.62 	 	 -1.57 	 	 0.00 
392 	 557 	 2.36 	 	 -1.57 	 	 0.00 
394 	 144 	 3.14 	 	 1.57 	 	 -0.52 
394 	 626 	 2.36 	 	 -1.05 	 	 0.52 
395 	 129 	 2.62 	 	 -1.57 	 	 0.00 
398 	 461 	 3.14 	 	 1.57 	 	 -0.52 
400 	 609 	 3.14 	 	 2.09 	 	 -0.79 
403 	 641 	 2.36 	 	 -1.05 	 	 0.00 
404 	 226 	 -2.62 	 	 1.57 	 	 0.00 
407 	 591 	 2.62 	 	 -1.57 	 	 0.00 
408 	 484 	 2.62 	 	 -2.09 	 	 0.00 
411 	 436 	 3.14 	 	 1.57 	 	 -0.52 
412 	 294 	 3.14 	 	 1.05 	 	 -0.52 
414 	 743 	 3.14 	 	 1.57 	 	 -0.52 
415 	 505 	 2.36 	 	 0.79 	 	 -0.79 
418 	 607 	 3.14 	 	 2.09 	 	 -1.05 
420 	 642 	 3.14 	 	 1.57 	 	 -0.52 
421 	 164 	 -2.62 	 	 1.57 	 	 -0.52 
421 	 511 	 2.36 	 	 -1.57 	 	 0.00 
423 	 538 	 -2.36 	 	 1.57 	 	 0.00 
425 	 250 	 2.62 	 	 -1.57 	 	 0.52 
426 	 671 	 2.62 	 	 -1.57 	 	 0.00 
429 	 494 	 3.14 	 	 1.57 	 	 -0.79 
430 	 422 	 3.14 	 	 0.79 	 	 -0.79 
436 	 415 	 2.62 	 	 -2.09 	 	 0.00 
437 	 301 	 3.14 	 	 1.57 	 	 -0.52 
437 	 484 	 2.36 	 	 -2.36 	 	 -0.52 
438 	 654 	 3.14 	 	 -1.57 	 	 0.79 
438 	 729 	 2.62 	 	 -2.09 	 	 0.00 
439 	 706 	 -2.62 	 	 2.09 	 	 -0.52 
443 	 287 	 2.62 	 	 -2.09 	 	 0.00 
445 	 318 	 3.14 	 	 1.57 	 	 -0.52 
445 	 711 	 -2.62 	 	 1.57 	 	 -0.52 
447 	 255 	 2.36 	 	 -2.62 	 	 0.00 
447 	 416 	 3.14 	 	 1.57 	 	 -0.79 
448 	 617 	 2.36 	 	 -1.57 	 	 0.00 
449 	 365 	 3.14 	 	 -2.36 	 	 -0.52 
451 	 675 	 2.62 	 	 -1.57 	 	 0.52 
452 	 381 	 2.36 	 	 -2.09 	 	 0.52 
452 	 478 	 2.62 	 	 0.79 	 	 -0.79 
452 	 497 	 -2.62 	 	 1.57 	 	 -0.52 
454 	 569 	 3.14 	 	 2.09 	 	 -0.79 
457 	 655 	 2.62 	 	 -1.05 	 	 0.79 
458 	 324 	 2.62 	 	 1.05 	 	 -0.52 
459 	 416 	 -2.36 	 	 2.09 	 	 0.00 
460 	 401 	 2.36 	 	 -1.57 	 	 0.52 
460 	 638 	 3.14 	 	 2.09 	 	 -0.79 
461 	 672 	 -2.62 	 	 1.05 	 	 -0.79 
463 	 610 	 3.14 	 	 -1.57 	 	 0.79 
466 	 436 	 3.14 	 	 -1.57 	 	 0.52 
467 	 313 	 2.36 	 	 -2.36 	 	 -0.52 
470 	 679 	 2.62 	 	 -2.09 	 	 0.00 
471 	 591 	 2.36 	 	 -1.57 	 	 0.00 
471 	 611 	 2.36 	 	 -1.57 	 	 0.00 
472 	 396 	 -2.62 	 	 1.57 	 	 -0.79 
472 	 418 	 3.14 	 	 -1.57 	 	 0.79 
474 	 333 	 3.14 	 	 1.57 	 	 -0.79 
475 	 568 	 2.36 	 	 -2.36 	 	 -1.05 
476 	 677 	 -2.62 	 	 1.05 	 	 0.00 
477 	 655 	 -2.36 	 	 2.09 	 	 -0.79 
478 	 630 	 3.14 	 	 -1.57 	 	 0.79 
480 	 402 	 2.62 	 	 1.05 	 	 -0.79 
485 	 578 	 2.62 	 	 1.05 	 	 -1.05 
488 	 255 	 3.14 	 	 1.57 	 	 -0.52 
488 	 607 	 -2.36 	 	 2.09 	 	 -0.52 
492 	 387 	 -2.36 	 	 1.57 	 	 -0.52 
496 	 355 	 -2.62 	 	 1.57 	 	 0.00 
499 	 262 	 2.62 	 	 -2.09 	 	 0.00 
502 	 377 	 2.62 	 	 1.05 	 	 -0.52 
503 	 344 	 -2.36 	 	 1.57 	 	 0.00 
504 	 397 	 2.36 	 	 -1.57 	 	 0.52 
507 	 368 	 2.62 	 	 -1.57 	 	 0.52 
509 	 697 	 2.36 	 	 -2.09 	 	 0.52 
510 	 659 	 2.62 	 	 0.79 	 	 -0.79 
511 	 357 	 3.14 	 	 1.05 	 	 -0.79 
517 	 348 	 2.62 	 	 -1.57 	 	 0.00 
520 	 329 	 3.14 	 	 1.57 	 	 -0.52 
522 	 376 	 2.36 	 	 0.79 	 	 -0.79 
528 	 287 	 3.14 	 	 1.05 	 	 -0.79 
529 	 380 	 3.14 	 	 0.79 	 	 -0.79 
532 	 352 	 3.14 	 	 1.05 	 	 -0.79 
534 	 309 	 2.62 	 	 -2.09 	 	 0.00 
534 	 565 	 2.36 	 	 -1.05 	 	 0.52 
535 	 337 	 3.14 	 	 -1.57 	 	 0.52 
540 	 328 	 3.14 	 	 1.05 	 	 -0.79 
541 	 374 	 2.62 	 	 -1.05 	 	 0.79 
547 	 298 	 3.14 	 	 1.57 	 	 -0.52 
550 	 252 	 2.36 	 	 -2.09 	 	 0.00 
554 	 398 	 3.14 	 	 -1.05 	 	 0.79 
576 	 407 	 2.62 	 	 0.79 	 	 -0.79 
594 	 444 	 2.62 	 	 0.79 	 	 -0.79 
