------------------------------------------------------------------- 
Nombre: koala 
Fecha: 2013-08-28 
Numero de terminaciones: 66 
Numero de bifurcaciones: 275 
------------------------------------------------------------------- 
------------------------------------------------------------------- 
Terminaciones: 
------------------------------------------------------------------- 
X          Y     Angulo 
 54 	 450 	 1.57 
 80 	 423 	 -0.79 
 85 	 461 	 2.36 
148 	 360 	 2.36 
179 	 452 	 -0.79 
195 	 644 	 -0.79 
202 	 572 	 2.36 
212 	 600 	 0.00 
239 	 287 	 2.36 
240 	 721 	 0.79 
241 	 599 	 2.36 
245 	 692 	 0.79 
251 	 399 	 3.14 
265 	 316 	 3.14 
269 	 245 	 3.14 
276 	 244 	 -0.52 
276 	 316 	 0.00 
279 	 609 	 -0.79 
284 	 657 	 0.79 
291 	 285 	 -0.52 
300 	 641 	 0.52 
307 	 482 	 2.09 
307 	 577 	 2.09 
310 	 619 	 3.14 
313 	 305 	 0.00 
315 	 349 	 3.14 
322 	 351 	 0.00 
332 	 676 	 -2.36 
339 	 685 	 -2.36 
340 	 508 	 -2.62 
345 	 111 	 -2.09 
356 	 388 	 3.14 
356 	 648 	 -2.36 
357 	 610 	 -2.36 
364 	 566 	 2.36 
365 	 492 	 -2.36 
368 	 391 	 0.00 
376 	 261 	 2.09 
387 	 168 	 2.62 
388 	 772 	 3.14 
397 	 774 	 0.00 
402 	 547 	 0.79 
405 	 554 	 -2.36 
408 	 583 	 -2.36 
414 	 495 	 -2.36 
416 	 777 	 3.14 
418 	 590 	 0.00 
420 	 500 	 -2.36 
422 	 598 	 0.79 
427 	 773 	 -1.57 
432 	 292 	 2.62 
433 	 612 	 0.79 
433 	 769 	 2.62 
434 	 672 	 0.79 
438 	 619 	 3.14 
440 	 103 	 -2.62 
442 	 311 	 -1.05 
450 	 664 	 -2.36 
457 	 509 	 0.00 
458 	 476 	 3.14 
465 	 651 	 2.62 
492 	 621 	 -2.36 
495 	 267 	 0.79 
498 	 494 	 -2.36 
503 	 331 	 -2.36 
544 	 323 	 -2.36 
------------------------------------------------------------------- 
Bifurcaciones: 
------------------------------------------------------------------- 
X          Y     Angulo 1     Angulo 2    Angulo 3 
 54 	 444 	 3.14 	 	 -1.57 	 	 0.79 
 75 	 416 	 -2.62 	 	 1.05 	 	 0.00 
 75 	 506 	 -2.36 	 	 1.57 	 	 0.00 
 79 	 500 	 -2.36 	 	 1.57 	 	 0.00 
 80 	 457 	 -2.36 	 	 1.57 	 	 -0.52 
 82 	 408 	 -2.36 	 	 2.09 	 	 0.00 
 83 	 577 	 3.14 	 	 -1.57 	 	 1.05 
 86 	 488 	 -2.36 	 	 2.09 	 	 0.79 
 86 	 537 	 3.14 	 	 2.09 	 	 0.00 
 87 	 569 	 2.36 	 	 -2.09 	 	 0.00 
 88 	 376 	 3.14 	 	 1.05 	 	 -0.52 
 92 	 593 	 -2.36 	 	 1.57 	 	 -0.52 
 93 	 551 	 -2.36 	 	 1.05 	 	 -0.52 
 94 	 403 	 3.14 	 	 -1.57 	 	 0.52 
 98 	 384 	 2.36 	 	 -2.62 	 	 0.52 
 98 	 574 	 3.14 	 	 -1.57 	 	 0.52 
100 	 414 	 2.36 	 	 -2.36 	 	 0.52 
101 	 521 	 3.14 	 	 -1.05 	 	 0.79 
104 	 454 	 -2.62 	 	 0.79 	 	 -0.79 
107 	 510 	 2.62 	 	 1.05 	 	 -1.05 
112 	 461 	 2.62 	 	 -2.09 	 	 0.52 
114 	 429 	 3.14 	 	 1.05 	 	 -0.79 
119 	 535 	 3.14 	 	 1.05 	 	 -0.79 
119 	 564 	 -2.36 	 	 1.57 	 	 0.00 
120 	 435 	 2.36 	 	 -1.57 	 	 0.00 
128 	 336 	 2.62 	 	 1.57 	 	 -1.57 
128 	 520 	 2.62 	 	 1.05 	 	 -1.05 
133 	 501 	 3.14 	 	 -1.57 	 	 0.79 
137 	 558 	 -2.36 	 	 1.57 	 	 0.00 
148 	 324 	 3.14 	 	 -1.57 	 	 0.52 
148 	 509 	 -2.62 	 	 1.05 	 	 -0.79 
150 	 410 	 3.14 	 	 -2.09 	 	 0.52 
154 	 532 	 2.36 	 	 -2.09 	 	 0.00 
157 	 429 	 3.14 	 	 0.52 	 	 -0.79 
157 	 616 	 -2.36 	 	 2.09 	 	 0.00 
160 	 513 	 2.36 	 	 -2.36 	 	 0.52 
161 	 534 	 3.14 	 	 -1.57 	 	 0.79 
162 	 253 	 3.14 	 	 1.05 	 	 -0.79 
162 	 476 	 -2.62 	 	 1.05 	 	 -0.79 
163 	 438 	 -2.62 	 	 1.57 	 	 0.52 
164 	 345 	 -2.62 	 	 1.05 	 	 0.00 
164 	 455 	 -2.62 	 	 1.05 	 	 -0.52 
165 	 590 	 3.14 	 	 -1.57 	 	 0.52 
169 	 258 	 2.62 	 	 -1.57 	 	 0.52 
169 	 631 	 3.14 	 	 -1.57 	 	 0.79 
170 	 486 	 2.36 	 	 -2.09 	 	 0.00 
171 	 588 	 3.14 	 	 -1.57 	 	 0.79 
174 	 463 	 2.62 	 	 -2.09 	 	 0.00 
174 	 597 	 2.09 	 	 -1.57 	 	 0.00 
174 	 625 	 -2.36 	 	 2.09 	 	 0.00 
181 	 461 	 -2.62 	 	 1.57 	 	 0.00 
181 	 627 	 2.62 	 	 0.79 	 	 -0.79 
188 	 268 	 3.14 	 	 -1.05 	 	 0.79 
189 	 458 	 -2.62 	 	 1.57 	 	 0.00 
189 	 582 	 3.14 	 	 1.05 	 	 -1.05 
189 	 609 	 3.14 	 	 -1.57 	 	 0.79 
191 	 276 	 -2.62 	 	 1.57 	 	 -0.52 
191 	 492 	 3.14 	 	 1.05 	 	 -0.79 
192 	 593 	 3.14 	 	 1.05 	 	 -0.79 
198 	 402 	 2.36 	 	 -2.09 	 	 0.00 
198 	 619 	 3.14 	 	 1.05 	 	 -0.79 
201 	 658 	 2.09 	 	 -2.09 	 	 0.00 
209 	 657 	 3.14 	 	 1.05 	 	 -1.05 
216 	 450 	 3.14 	 	 -1.57 	 	 0.79 
218 	 438 	 3.14 	 	 -1.05 	 	 0.52 
219 	 600 	 3.14 	 	 -2.09 	 	 0.79 
222 	 693 	 3.14 	 	 1.57 	 	 -1.05 
223 	 447 	 3.14 	 	 1.57 	 	 -0.79 
223 	 647 	 2.36 	 	 -2.09 	 	 0.00 
226 	 353 	 3.14 	 	 1.57 	 	 0.79 
226 	 593 	 -2.62 	 	 2.09 	 	 -0.79 
231 	 481 	 -2.62 	 	 1.57 	 	 0.00 
232 	 644 	 3.14 	 	 1.05 	 	 -0.79 
233 	 636 	 2.62 	 	 -1.57 	 	 0.00 
234 	 436 	 2.62 	 	 1.05 	 	 -0.79 
236 	 463 	 -2.62 	 	 1.57 	 	 0.00 
236 	 690 	 2.09 	 	 -1.05 	 	 0.79 
237 	 442 	 -2.36 	 	 1.57 	 	 0.00 
245 	 682 	 -2.62 	 	 1.57 	 	 -1.05 
249 	 340 	 2.62 	 	 -2.09 	 	 0.00 
250 	 485 	 -2.36 	 	 1.57 	 	 0.00 
250 	 688 	 2.36 	 	 -2.62 	 	 -1.05 
257 	 481 	 2.36 	 	 -2.09 	 	 0.00 
261 	 663 	 2.36 	 	 -1.57 	 	 0.00 
263 	 520 	 3.14 	 	 1.05 	 	 -0.79 
265 	 509 	 3.14 	 	 -1.05 	 	 0.79 
269 	 515 	 -2.62 	 	 2.09 	 	 -0.79 
270 	 527 	 2.36 	 	 -2.09 	 	 0.79 
272 	 489 	 -2.62 	 	 -1.57 	 	 0.52 
274 	 659 	 3.14 	 	 1.05 	 	 -0.79 
275 	 476 	 3.14 	 	 -1.57 	 	 0.79 
275 	 520 	 2.62 	 	 -1.57 	 	 0.52 
275 	 542 	 3.14 	 	 -1.05 	 	 0.52 
275 	 651 	 2.09 	 	 -2.09 	 	 0.00 
277 	 554 	 -2.62 	 	 1.05 	 	 0.00 
282 	 672 	 2.09 	 	 -1.57 	 	 0.00 
283 	 307 	 3.14 	 	 -1.57 	 	 0.00 
283 	 314 	 -2.62 	 	 1.57 	 	 -0.52 
286 	 535 	 -2.62 	 	 0.79 	 	 -0.79 
287 	 494 	 -2.36 	 	 1.57 	 	 0.00 
287 	 556 	 3.14 	 	 -2.09 	 	 0.79 
287 	 635 	 3.14 	 	 -1.05 	 	 0.79 
288 	 469 	 3.14 	 	 1.05 	 	 -1.05 
289 	 510 	 2.36 	 	 -2.62 	 	 0.52 
290 	 308 	 2.62 	 	 -1.57 	 	 0.00 
292 	 742 	 -2.36 	 	 2.09 	 	 0.00 
293 	 434 	 3.14 	 	 0.79 	 	 -0.79 
293 	 445 	 2.62 	 	 -1.57 	 	 0.79 
293 	 611 	 3.14 	 	 -1.57 	 	 1.05 
294 	 452 	 -2.62 	 	 1.57 	 	 0.00 
296 	 585 	 2.09 	 	 -2.09 	 	 0.00 
296 	 602 	 2.36 	 	 -2.09 	 	 0.00 
298 	 426 	 3.14 	 	 -1.57 	 	 0.52 
298 	 440 	 -2.36 	 	 2.09 	 	 0.00 
298 	 504 	 -2.62 	 	 1.57 	 	 -0.52 
298 	 672 	 3.14 	 	 1.57 	 	 -0.79 
299 	 546 	 2.62 	 	 -2.09 	 	 0.00 
300 	 650 	 3.14 	 	 1.57 	 	 0.79 
303 	 572 	 -2.62 	 	 1.05 	 	 -0.79 
305 	 598 	 -2.62 	 	 1.57 	 	 0.00 
306 	 475 	 -2.62 	 	 -1.57 	 	 0.52 
307 	 591 	 2.36 	 	 -1.57 	 	 0.52 
309 	 292 	 2.36 	 	 -2.36 	 	 0.00 
309 	 686 	 2.62 	 	 -1.57 	 	 0.00 
310 	 120 	 2.62 	 	 -1.57 	 	 0.52 
313 	 386 	 3.14 	 	 -1.57 	 	 0.00 
315 	 116 	 -2.36 	 	 1.57 	 	 0.00 
315 	 505 	 3.14 	 	 0.52 	 	 -0.79 
315 	 692 	 2.62 	 	 -1.57 	 	 0.00 
317 	 237 	 -2.62 	 	 1.57 	 	 -0.52 
320 	 602 	 3.14 	 	 -1.57 	 	 0.79 
321 	 701 	 2.36 	 	 0.79 	 	 -0.79 
322 	 117 	 2.62 	 	 -1.57 	 	 0.52 
324 	 629 	 2.36 	 	 -2.09 	 	 0.00 
325 	 239 	 3.14 	 	 1.05 	 	 -1.05 
327 	 247 	 -2.62 	 	 1.57 	 	 -0.52 
327 	 635 	 2.36 	 	 -2.09 	 	 0.00 
328 	 215 	 3.14 	 	 -1.57 	 	 0.52 
328 	 398 	 3.14 	 	 -1.57 	 	 0.00 
329 	 407 	 -2.62 	 	 1.57 	 	 0.00 
330 	 232 	 2.36 	 	 -2.09 	 	 0.52 
330 	 567 	 3.14 	 	 0.79 	 	 -0.79 
330 	 711 	 2.36 	 	 -1.05 	 	 0.79 
334 	 572 	 3.14 	 	 2.09 	 	 -0.79 
335 	 216 	 2.62 	 	 -2.09 	 	 0.00 
336 	 615 	 2.09 	 	 -2.09 	 	 0.00 
336 	 657 	 2.36 	 	 -1.57 	 	 0.00 
337 	 559 	 2.36 	 	 -2.09 	 	 0.52 
339 	 577 	 2.36 	 	 -1.57 	 	 0.00 
340 	 428 	 2.62 	 	 -1.57 	 	 0.52 
340 	 435 	 -2.62 	 	 1.57 	 	 -0.52 
340 	 603 	 -2.09 	 	 1.57 	 	 -0.52 
341 	 700 	 -2.36 	 	 2.09 	 	 -0.79 
344 	 117 	 -2.62 	 	 1.57 	 	 -0.52 
344 	 233 	 3.14 	 	 -1.57 	 	 0.52 
345 	 639 	 2.36 	 	 -1.57 	 	 0.52 
